T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,S0,S1,S2,S3,S4,S5,S6,num_citations,Class
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Compare
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,Compare
3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,Fundamental
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,BackGround
1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,BackGround
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,BackGround
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,BackGround
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,BackGround
2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,BackGround
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,BackGround
4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,BackGround
1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,BackGround
0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,BackGround
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Fundamental
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Fundamental
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,Fundamental
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,NULL
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
2,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Fundamental
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
3,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,BackGround
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,Fundamental
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,Fundamental
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,6,Fundamental
1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,BackGround
2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,BackGround
2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Fundamental
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,BackGround
2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,BackGround
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,BackGround
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,BackGround
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Compare
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Compare
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,BackGround
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,BackGround
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Fundamental
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,BackGround
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,BackGround
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Fundamental
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Compare
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Fundamental
3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,Compare
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,BackGround
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,BackGround
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Compare
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Fundamental
3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,BackGround
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,BackGround
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,BackGround
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Compare
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Compare
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,BackGround
2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Fundamental
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,BackGround
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Fundamental
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,BackGround
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,BackGround
3,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,6,BackGround
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,BackGround
3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,BackGround
4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,BackGround
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,Fundamental
4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,Fundamental
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,BackGround
8,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,1,0,2,Fundamental
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,BackGround
3,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fundamental
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Fundamental
3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,BackGround
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,Fundamental
3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Fundamental
4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Fundamental
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,BackGround
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,BackGround
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Compare
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,Fundamental
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BackGround
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
